graph_id,num_nodes,num_edges,noise_type,sigma,query_frac,query_pct,delta,attack_auroc,attack_f1,attack_edge_recall
9,11,19,gaussian,0.1,0.5,50,0.001,0.37396121883656513,0.26315789472299167,0.26315789472299167
9,11,19,gaussian,0.1,0.5,50,0.003,0.5969529085872576,0.47368421050138504,0.47368421050138504
9,11,19,gaussian,0.1,0.5,50,0.01,0.4903047091412742,0.3684210526121884,0.3684210526121884
9,11,19,gaussian,0.1,0.5,50,0.03,0.721606648199446,0.47368421050138504,0.47368421050138504
9,11,19,gaussian,0.1,0.5,50,0.1,0.6578947368421053,0.47368421050138504,0.47368421050138504
9,11,19,gaussian,0.1,1.0,100,0.001,0.5013850415512465,0.3684210526121884,0.3684210526121884
9,11,19,gaussian,0.1,1.0,100,0.003,0.4930747922437673,0.3684210526121884,0.3684210526121884
9,11,19,gaussian,0.1,1.0,100,0.01,0.7091412742382271,0.5789473683905817,0.5789473683905817
9,11,19,gaussian,0.1,1.0,100,0.03,0.6038781163434903,0.5263157894459833,0.5263157894459833
9,11,19,gaussian,0.1,1.0,100,0.1,0.8448753462603877,0.7368421052243768,0.7368421052243768
10,20,32,gaussian,0.1,0.1,10,0.001,0.4892578125,0.1874999999941407,0.18749999999414066
10,20,32,gaussian,0.1,0.1,10,0.003,0.49658203125,0.1874999999941407,0.18749999999414066
10,20,32,gaussian,0.1,0.1,10,0.01,0.49609375,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,0.1,10,0.03,0.50048828125,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,0.1,10,0.1,0.54296875,0.1874999999941407,0.18749999999414066
10,20,32,gaussian,0.1,0.25,25,0.001,0.52392578125,0.1874999999941407,0.18749999999414066
10,20,32,gaussian,0.1,0.25,25,0.003,0.5009765625,0.2187499999931641,0.21874999999316408
10,20,32,gaussian,0.1,0.25,25,0.01,0.46923828125,0.09374999999707034,0.09374999999707033
10,20,32,gaussian,0.1,0.25,25,0.03,0.4482421875,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,0.25,25,0.1,0.564453125,0.281249999991211,0.281249999991211
10,20,32,gaussian,0.1,0.5,50,0.001,0.47314453125,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,0.5,50,0.003,0.4462890625,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,0.5,50,0.01,0.548828125,0.2187499999931641,0.21874999999316408
10,20,32,gaussian,0.1,0.5,50,0.03,0.576171875,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,0.5,50,0.1,0.583984375,0.34374999998925787,0.34374999998925787
10,20,32,gaussian,0.1,1.0,100,0.001,0.58203125,0.24999999999218753,0.24999999999218753
10,20,32,gaussian,0.1,1.0,100,0.003,0.5908203125,0.1562499999951172,0.1562499999951172
10,20,32,gaussian,0.1,1.0,100,0.01,0.6484375,0.3124999999902344,0.3124999999902344
10,20,32,gaussian,0.1,1.0,100,0.03,0.5546875,0.281249999991211,0.281249999991211
10,20,32,gaussian,0.1,1.0,100,0.1,0.736328125,0.3749999999882814,0.3749999999882813
11,52,103,gaussian,0.1,0.1,10,0.001,0.4974078612498822,0.06796116504788387,0.06796116504788387
11,52,103,gaussian,0.1,0.1,10,0.003,0.4991045338863229,0.06796116504788387,0.06796116504788387
11,52,103,gaussian,0.1,0.1,10,0.01,0.505419926477519,0.08737864077585068,0.08737864077585068
11,52,103,gaussian,0.1,0.1,10,0.03,0.5059854840229994,0.0970873786398341,0.0970873786398341
11,52,103,gaussian,0.1,0.1,10,0.1,0.5235177679328872,0.14563106795975114,0.14563106795975114
11,52,103,gaussian,0.1,0.25,25,0.001,0.5060797436139127,0.11650485436780092,0.11650485436780092
11,52,103,gaussian,0.1,0.25,25,0.003,0.4874163446130643,0.07766990291186728,0.07766990291186728
11,52,103,gaussian,0.1,0.25,25,0.01,0.5273824111603355,0.0970873786398341,0.0970873786398341
11,52,103,gaussian,0.1,0.25,25,0.03,0.5738523894806296,0.14563106795975114,0.14563106795975114
11,52,103,gaussian,0.1,0.25,25,0.1,0.6113205768686965,0.23300970873560184,0.23300970873560184
11,52,103,gaussian,0.1,0.5,50,0.001,0.4807710434536714,0.06796116504788387,0.06796116504788387
11,52,103,gaussian,0.1,0.5,50,0.003,0.5611744745027807,0.10679611650381751,0.10679611650381751
11,52,103,gaussian,0.1,0.5,50,0.01,0.5796964841172589,0.0970873786398341,0.0970873786398341
11,52,103,gaussian,0.1,0.5,50,0.03,0.6347440852106703,0.16504854368771796,0.16504854368771796
11,52,103,gaussian,0.1,0.5,50,0.1,0.744650768215666,0.378640776695353,0.378640776695353
11,52,103,gaussian,0.1,1.0,100,0.001,0.4901498727495523,0.07766990291186728,0.07766990291186728
11,52,103,gaussian,0.1,1.0,100,0.003,0.5271938919785087,0.12621359223178433,0.12621359223178433
11,52,103,gaussian,0.1,1.0,100,0.01,0.5824300122537468,0.11650485436780092,0.11650485436780092
11,52,103,gaussian,0.1,1.0,100,0.03,0.6551041568479592,0.17475728155170137,0.17475728155170137
11,52,103,gaussian,0.1,1.0,100,0.1,0.861909699311905,0.5048543689271373,0.5048543689271373
12,21,38,gaussian,0.1,0.1,10,0.001,0.5010387811634349,0.15789473683795016,0.15789473683795016
12,21,38,gaussian,0.1,0.1,10,0.003,0.5515927977839336,0.23684210525692523,0.23684210525692523
12,21,38,gaussian,0.1,0.1,10,0.01,0.5024238227146814,0.13157894736495845,0.13157894736495845
12,21,38,gaussian,0.1,0.1,10,0.03,0.5567867036011082,0.23684210525692523,0.23684210525692523
12,21,38,gaussian,0.1,0.1,10,0.1,0.5207756232686982,0.21052631578393355,0.21052631578393355
12,21,38,gaussian,0.1,0.25,25,0.001,0.4466759002770083,0.18421052631094184,0.18421052631094184
12,21,38,gaussian,0.1,0.25,25,0.003,0.4833795013850416,0.15789473683795016,0.15789473683795016
12,21,38,gaussian,0.1,0.25,25,0.01,0.48961218836565096,0.15789473683795016,0.15789473683795016
12,21,38,gaussian,0.1,0.25,25,0.03,0.5470914127423823,0.2631578947299169,0.2631578947299169
12,21,38,gaussian,0.1,0.25,25,0.1,0.556786703601108,0.23684210525692523,0.23684210525692523
12,21,38,gaussian,0.1,0.5,50,0.001,0.4130886426592797,0.21052631578393355,0.21052631578393355
12,21,38,gaussian,0.1,0.5,50,0.003,0.5879501385041551,0.23684210525692523,0.23684210525692523
12,21,38,gaussian,0.1,0.5,50,0.01,0.5467451523545706,0.21052631578393355,0.21052631578393355
12,21,38,gaussian,0.1,0.5,50,0.03,0.4342105263157895,0.21052631578393355,0.21052631578393355
12,21,38,gaussian,0.1,0.5,50,0.1,0.5221606648199446,0.2894736842029086,0.2894736842029086
12,21,38,gaussian,0.1,1.0,100,0.001,0.5166204986149585,0.13157894736495845,0.13157894736495845
12,21,38,gaussian,0.1,1.0,100,0.003,0.4840720221606648,0.21052631578393355,0.21052631578393355
12,21,38,gaussian,0.1,1.0,100,0.01,0.5990304709141273,0.2894736842029086,0.2894736842029086
12,21,38,gaussian,0.1,1.0,100,0.03,0.5159279778393352,0.18421052631094184,0.18421052631094184
12,21,38,gaussian,0.1,1.0,100,0.1,0.4224376731301939,0.2894736842029086,0.2894736842029086
13,44,85,gaussian,0.1,0.1,10,0.001,0.50560553633218,0.0705882352932872,0.0705882352932872
13,44,85,gaussian,0.1,0.1,10,0.003,0.4877508650519031,0.08235294117550172,0.08235294117550172
13,44,85,gaussian,0.1,0.1,10,0.01,0.523114186851211,0.09411764705771627,0.09411764705771626
13,44,85,gaussian,0.1,0.1,10,0.03,0.5176470588235293,0.12941176470435986,0.12941176470435986
13,44,85,gaussian,0.1,0.1,10,0.1,0.5155017301038062,0.12941176470435986,0.12941176470435986
13,44,85,gaussian,0.1,0.25,25,0.001,0.5299653979238754,0.12941176470435986,0.12941176470435986
13,44,85,gaussian,0.1,0.25,25,0.003,0.530242214532872,0.09411764705771627,0.09411764705771626
