graph_id,num_nodes,num_edges,noise_type,sigma,attack_auroc,attack_f1,attack_edge_recall,model_acc
343,54,123,laplace,0.2,0.5492101262476039,0.09756097560896293,0.09756097560896292,0.8518518805503845
343,54,123,laplace,0.3,0.4807323682992928,0.10569105690970983,0.10569105690970983,0.8148148059844971
344,18,39,gaussian,0.0,0.9434582511505588,0.8205128204917818,0.8205128204917818,0.944444477558136
344,18,39,gaussian,0.05,0.5529257067718606,0.35897435896515456,0.35897435896515456,0.944444477558136
344,18,39,gaussian,0.1,0.549638395792242,0.28205128204405,0.28205128204405,0.944444477558136
344,18,39,gaussian,0.2,0.5332018408941486,0.3846153846055227,0.3846153846055227,0.8888888955116272
344,18,39,gaussian,0.3,0.5095332018408941,0.2564102564036818,0.2564102564036818,0.8333333134651184
344,18,39,laplace,0.0,0.938198553583169,0.8205128204917818,0.8205128204917818,0.944444477558136
344,18,39,laplace,0.05,0.49375410913872453,0.2564102564036818,0.2564102564036818,0.944444477558136
344,18,39,laplace,0.1,0.4418145956607495,0.3333333333247864,0.3333333333247864,0.944444477558136
344,18,39,laplace,0.2,0.46153846153846156,0.20512820512294544,0.20512820512294544,0.8888888955116272
344,18,39,laplace,0.3,0.5193951347797501,0.3076923076844182,0.3076923076844182,0.8333333134651184
345,14,24,gaussian,0.0,0.9305555555555556,0.7083333333038194,0.7083333333038194,0.8571429252624512
345,14,24,gaussian,0.05,0.5902777777777778,0.4166666666493056,0.4166666666493056,0.8571429252624512
345,14,24,gaussian,0.1,0.609375,0.3333333333194444,0.3333333333194444,0.8571429252624512
345,14,24,gaussian,0.2,0.4635416666666667,0.2083333333246528,0.2083333333246528,0.8571429252624512
345,14,24,gaussian,0.3,0.5138888888888888,0.2916666666545139,0.2916666666545139,0.8571429252624512
345,14,24,laplace,0.0,0.9670138888888888,0.7083333333038194,0.7083333333038194,0.8571429252624512
345,14,24,laplace,0.05,0.48958333333333337,0.1666666666597222,0.1666666666597222,0.8571429252624512
345,14,24,laplace,0.1,0.4618055555555556,0.2083333333246528,0.2083333333246528,0.8571429252624512
345,14,24,laplace,0.2,0.5815972222222222,0.37499999998437505,0.374999999984375,0.8571429252624512
345,14,24,laplace,0.3,0.4930555555555555,0.2916666666545139,0.2916666666545139,0.8571429252624512
346,15,27,gaussian,0.0,0.9958847736625513,0.9629629629272977,0.9629629629272977,0.8666667342185974
346,15,27,gaussian,0.05,0.6844993141289437,0.33333333332098763,0.33333333332098763,0.8666667342185974
346,15,27,gaussian,0.1,0.5884773662551439,0.33333333332098763,0.33333333332098763,0.9333333969116211
346,15,27,gaussian,0.2,0.42798353909465026,0.14814814814266117,0.14814814814266117,0.8666667342185974
346,15,27,gaussian,0.3,0.5157750342935529,0.29629629628532234,0.29629629628532234,0.8666667342185974
346,15,27,laplace,0.0,0.9945130315500686,0.9629629629272977,0.9629629629272977,0.8666667342185974
346,15,27,laplace,0.05,0.5871056241426612,0.33333333332098763,0.33333333332098763,0.9333333969116211
346,15,27,laplace,0.1,0.5761316872427983,0.33333333332098763,0.33333333332098763,0.8666667342185974
346,15,27,laplace,0.2,0.47736625514403286,0.25925925924965704,0.25925925924965704,0.8666667342185974
346,15,27,laplace,0.3,0.5871056241426612,0.29629629628532234,0.29629629628532234,0.8000000715255737
347,62,121,gaussian,0.0,0.9891400860596954,0.7768595041258111,0.7768595041258111,0.7580645084381104
347,62,121,gaussian,0.05,0.6183320811419986,0.11570247933788676,0.11570247933788676,0.7580645084381104
347,62,121,gaussian,0.1,0.6010518407212622,0.11570247933788676,0.11570247933788676,0.7580645084381104
347,62,121,gaussian,0.2,0.5727067823236118,0.13223140495758487,0.13223140495758487,0.7580645084381104
347,62,121,gaussian,0.3,0.560207636090431,0.0909090909083396,0.0909090909083396,0.7580645084381104
347,62,121,laplace,0.0,0.9907793183525715,0.7768595041258111,0.7768595041258111,0.7580645084381104
347,62,121,laplace,0.05,0.6160781367392937,0.1239669421477358,0.1239669421477358,0.7580645084381104
347,62,121,laplace,0.1,0.559524622635066,0.1074380165280377,0.1074380165280377,0.7580645084381104
347,62,121,laplace,0.2,0.5583634997609452,0.15702479338713202,0.15702479338713202,0.7580645084381104
347,62,121,laplace,0.3,0.5453179427634725,0.08264462809849053,0.08264462809849053,0.7903225421905518
348,60,89,gaussian,0.0,0.9832723141017549,0.7752808988676935,0.7752808988676935,0.9500000476837158
348,60,89,gaussian,0.05,0.6501704330261331,0.08988764044842822,0.08988764044842823,0.9500000476837158
348,60,89,gaussian,0.1,0.5938644110592096,0.0786516853923747,0.0786516853923747,0.9333333969116211
348,60,89,gaussian,0.2,0.6192399949501325,0.06741573033632117,0.06741573033632117,0.9333333969116211
348,60,89,gaussian,0.3,0.5118040651432899,0.08988764044842822,0.08988764044842823,0.8833333849906921
348,60,89,laplace,0.0,0.9952026259310692,0.7752808988676935,0.7752808988676935,0.9500000476837158
348,60,89,laplace,0.05,0.6095190001262466,0.0786516853923747,0.0786516853923747,0.9333333969116211
348,60,89,laplace,0.1,0.5701300340866052,0.06741573033632117,0.06741573033632117,0.9166666865348816
348,60,89,laplace,0.2,0.5534654715313724,0.04494382022421411,0.044943820224214115,0.9500000476837158
348,60,89,laplace,0.3,0.536674662290115,0.08988764044842822,0.08988764044842823,0.9333333969116211
349,24,39,gaussian,0.0,0.9947403024326101,0.7948717948514136,0.7948717948514136,0.7916666865348816
349,24,39,gaussian,0.05,0.57922419460881,0.2564102564036818,0.2564102564036818,0.7916666865348816
349,24,39,gaussian,0.1,0.6410256410256411,0.23076923076331363,0.23076923076331363,0.7916666865348816
349,24,39,gaussian,0.2,0.5627876397107167,0.20512820512294544,0.20512820512294544,0.7916666865348816
349,24,39,gaussian,0.3,0.5391190006574622,0.23076923076331363,0.23076923076331363,0.7916666865348816
349,24,39,laplace,0.0,0.9934253780407626,0.7948717948514136,0.7948717948514136,0.7916666865348816
349,24,39,laplace,0.05,0.5332018408941487,0.1538461538422091,0.1538461538422091,0.7916666865348816
349,24,39,laplace,0.1,0.537146614069691,0.17948717948257728,0.17948717948257728,0.7916666865348816
349,24,39,laplace,0.2,0.5213675213675213,0.23076923076331363,0.23076923076331363,0.8333333730697632
349,24,39,laplace,0.3,0.5029585798816568,0.1282051282018409,0.1282051282018409,0.7916666865348816
350,9,18,gaussian,0.0,0.5679012345679012,0.5555555555246914,0.5555555555246914,1.0
350,9,18,gaussian,0.05,0.5092592592592593,0.4999999999722222,0.4999999999722222,1.0
350,9,18,gaussian,0.1,0.5493827160493827,0.4999999999722222,0.4999999999722222,1.0
350,9,18,gaussian,0.2,0.5648148148148149,0.5555555555246914,0.5555555555246914,1.0
350,9,18,gaussian,0.3,0.4876543209876543,0.4999999999722222,0.4999999999722222,1.0
350,9,18,laplace,0.0,0.5679012345679012,0.5555555555246914,0.5555555555246914,1.0
350,9,18,laplace,0.05,0.5061728395061728,0.4999999999722222,0.4999999999722222,1.0
350,9,18,laplace,0.1,0.5617283950617284,0.5555555555246914,0.5555555555246914,1.0
350,9,18,laplace,0.2,0.7376543209876544,0.7222222221820987,0.7222222221820987,1.0
350,9,18,laplace,0.3,0.4691358024691358,0.5555555555246914,0.5555555555246914,1.0
351,44,86,gaussian,0.0,0.9645754461871282,0.7093023255731477,0.7093023255731477,0.9545454978942871
351,44,86,gaussian,0.05,0.6193888588426176,0.17441860464913467,0.17441860464913467,0.9545454978942871
351,44,86,gaussian,0.1,0.5313683071930773,0.10465116278948079,0.10465116278948079,0.9545454978942871
351,44,86,gaussian,0.2,0.5511087074094105,0.11627906976608977,0.11627906976608977,0.9545454978942871
351,44,86,gaussian,0.3,0.4379394267171444,0.09302325581287182,0.09302325581287182,0.9545454978942871
351,44,86,laplace,0.0,0.977149810708491,0.7093023255731477,0.7093023255731477,0.9545454978942871
351,44,86,laplace,0.05,0.5673336938885885,0.12790697674269874,0.12790697674269874,0.9545454978942871
351,44,86,laplace,0.1,0.502163331530557,0.10465116278948079,0.10465116278948079,0.9772727489471436
351,44,86,laplace,0.2,0.5539480800432666,0.10465116278948079,0.10465116278948079,0.9545454978942871
351,44,86,laplace,0.3,0.5575987020010817,0.12790697674269874,0.12790697674269874,0.9545454978942871
352,30,53,gaussian,0.0,0.9886080455678178,0.8867924528134566,0.8867924528134568,0.7666667103767395
352,30,53,gaussian,0.05,0.6671413314346744,0.24528301886329656,0.24528301886329656,0.8000000715255737
352,30,53,gaussian,0.1,0.5482378070487718,0.20754716980740479,0.20754716980740479,0.8000000715255737
352,30,53,gaussian,0.2,0.6176575293698825,0.11320754716767534,0.11320754716767534,0.8000000715255737
352,30,53,gaussian,0.3,0.5881096475614098,0.169811320751513,0.169811320751513,0.7333333492279053
352,30,53,laplace,0.0,0.9985760056959773,0.8867924528134566,0.8867924528134568,0.7666667103767395
352,30,53,laplace,0.05,0.646493414026344,0.18867924527945887,0.1886792452794589,0.7333333492279053
352,30,53,laplace,0.1,0.5169099323602706,0.15094339622356712,0.15094339622356712,0.6666666865348816
352,30,53,laplace,0.2,0.5329298682805269,0.13207547169562123,0.13207547169562123,0.8333333730697632
352,30,53,laplace,0.3,0.5870416518333927,0.18867924527945887,0.1886792452794589,0.8666667342185974
353,48,89,gaussian,0.0,0.9976013129655347,0.8314606741479611,0.8314606741479611,0.875
353,48,89,gaussian,0.05,0.6008079787905568,0.14606741572869586,0.14606741572869586,0.875
353,48,89,gaussian,0.1,0.5999242519883853,0.12359550561658882,0.12359550561658882,0.875
353,48,89,gaussian,0.2,0.5407145562428985,0.08988764044842822,0.08988764044842823,0.875
353,48,89,gaussian,0.3,0.5191263729327105,0.0786516853923747,0.0786516853923747,0.875
353,48,89,laplace,0.0,0.9938139123847999,0.8314606741479611,0.8314606741479611,0.875
353,48,89,laplace,0.05,0.643984345410933,0.1573033707847494,0.1573033707847494,0.875
353,48,89,laplace,0.1,0.5691200605984092,0.12359550561658882,0.12359550561658882,0.875
353,48,89,laplace,0.2,0.5845221562933972,0.10112359550448176,0.10112359550448176,0.875
353,48,89,laplace,0.3,0.5245549804317637,0.11235955056053529,0.11235955056053529,0.875
354,20,41,gaussian,0.0,0.8810232004759072,0.5609756097424152,0.5609756097424152,1.0
354,20,41,gaussian,0.05,0.5318262938726949,0.2682926829202856,0.2682926829202856,1.0
354,20,41,gaussian,0.1,0.5645449137418204,0.2439024390184414,0.2439024390184414,1.0
354,20,41,gaussian,0.2,0.5490779298036883,0.2682926829202856,0.2682926829202856,1.0
354,20,41,gaussian,0.3,0.5199286139202856,0.2439024390184414,0.2439024390184414,1.0
354,20,41,laplace,0.0,0.9303985722784056,0.5609756097424152,0.5609756097424152,1.0
354,20,41,laplace,0.05,0.5925044616299822,0.2926829268221297,0.2926829268221297,1.0
354,20,41,laplace,0.1,0.5217132659131469,0.2682926829202856,0.2682926829202856,1.0
354,20,41,laplace,0.2,0.5556216537775134,0.21951219511659728,0.21951219511659728,1.0
354,20,41,laplace,0.3,0.48602022605591905,0.09756097560737659,0.09756097560737657,1.0
355,29,57,gaussian,0.0,0.8670360110803326,0.771929824547861,0.771929824547861,0.8620689511299133
355,29,57,gaussian,0.05,0.628808864265928,0.26315789473222534,0.26315789473222534,0.931034505367279
355,29,57,gaussian,0.1,0.5287780855647892,0.2456140350834103,0.2456140350834103,0.9655172228813171
355,29,57,gaussian,0.2,0.5761772853185596,0.17543859648815022,0.17543859648815022,0.8965517282485962
355,29,57,gaussian,0.3,0.5290858725761772,0.12280701754170514,0.12280701754170514,0.8965517282485962
355,29,57,laplace,0.0,0.8793474915358572,0.771929824547861,0.771929824547861,0.8620689511299133
355,29,57,laplace,0.05,0.6423514927670052,0.2456140350834103,0.2456140350834103,0.9655172228813171
355,29,57,laplace,0.1,0.4875346260387812,0.19298245613696524,0.19298245613696524,0.8965517282485962
355,29,57,laplace,0.2,0.5623268698060943,0.19298245613696524,0.19298245613696524,0.931034505367279
355,29,57,laplace,0.3,0.5761772853185596,0.22807017543459526,0.22807017543459526,0.7931034564971924
356,42,75,gaussian,0.0,0.9804444444444445,0.6533333333246222,0.6533333333246222,0.9285714626312256
356,42,75,gaussian,0.05,0.5495111111111111,0.1466666666647111,0.1466666666647111,0.9285714626312256
356,42,75,gaussian,0.1,0.4535111111111111,0.13333333333155556,0.13333333333155556,0.9285714626312256
356,42,75,gaussian,0.2,0.4536888888888889,0.1199999999984,0.1199999999984,0.9285714626312256
356,42,75,gaussian,0.3,0.5470222222222222,0.13333333333155556,0.13333333333155556,0.9285714626312256
356,42,75,laplace,0.0,0.9864888888888889,0.6533333333246222,0.6533333333246222,0.9285714626312256
356,42,75,laplace,0.05,0.5944888888888888,0.1466666666647111,0.1466666666647111,0.9285714626312256
356,42,75,laplace,0.1,0.5594666666666666,0.09333333333208889,0.09333333333208889,0.9285714626312256
356,42,75,laplace,0.2,0.5756444444444444,0.1999999999973333,0.1999999999973333,0.9285714626312256
356,42,75,laplace,0.3,0.5047111111111111,0.07999999999893333,0.07999999999893333,0.9285714626312256
357,12,23,gaussian,0.0,0.8771266540642721,0.6521739130151228,0.6521739130151228,0.9166666865348816
357,12,23,gaussian,0.05,0.5179584120982987,0.43478260867674856,0.43478260867674856,0.9166666865348816
357,12,23,gaussian,0.1,0.5765595463137996,0.39130434780907375,0.39130434780907375,0.9166666865348816
357,12,23,gaussian,0.2,0.41020793950850665,0.3478260869413989,0.3478260869413989,0.9166666865348816
357,12,23,gaussian,0.3,0.4914933837429112,0.3478260869413989,0.3478260869413989,0.9166666865348816
357,12,23,laplace,0.0,0.8733459357277884,0.6521739130151228,0.6521739130151228,0.9166666865348816
357,12,23,laplace,0.05,0.5803402646502837,0.39130434780907375,0.39130434780907375,0.9166666865348816
357,12,23,laplace,0.1,0.6162570888468808,0.43478260867674856,0.43478260867674856,0.9166666865348816
357,12,23,laplace,0.2,0.4291115311909263,0.304347826073724,0.304347826073724,0.9166666865348816
357,12,23,laplace,0.3,0.29111531190926276,0.21739130433837428,0.21739130433837428,0.9166666865348816
358,27,61,gaussian,0.0,0.8793335124966408,0.44262295081241604,0.44262295081241604,0.9259259104728699
358,27,61,gaussian,0.05,0.4901908089223327,0.16393442622682075,0.16393442622682075,0.9259259104728699
358,27,61,gaussian,0.1,0.47648481590970165,0.18032786884950283,0.18032786884950283,0.9259259104728699
358,27,61,gaussian,0.2,0.4662725073904864,0.13114754098145662,0.13114754098145662,0.9259259104728699
358,27,61,gaussian,0.3,0.5342649825315776,0.213114754094867,0.213114754094867,0.9259259104728699
358,27,61,laplace,0.0,0.8796022574576726,0.44262295081241604,0.44262295081241604,0.9259259104728699
358,27,61,laplace,0.05,0.5339962375705455,0.22950819671754905,0.22950819671754905,0.9259259104728699
358,27,61,laplace,0.1,0.48105348024724537,0.14754098360413867,0.14754098360413867,0.9259259104728699
358,27,61,laplace,0.2,0.5307712980381618,0.11475409835877452,0.11475409835877452,0.9629629850387573
358,27,61,laplace,0.3,0.46680999731255046,0.11475409835877452,0.11475409835877452,0.9259259104728699
359,38,88,gaussian,0.0,0.9834710743801653,0.7727272727184917,0.7727272727184917,0.8947368264198303
359,38,88,gaussian,0.05,0.5745092975206612,0.17045454545260846,0.17045454545260846,0.8947368264198303
359,38,88,gaussian,0.1,0.5308626033057852,0.17045454545260846,0.17045454545260846,0.9210526347160339
359,38,88,gaussian,0.2,0.515237603305785,0.12499999999857954,0.12499999999857954,0.9473684430122375
359,38,88,gaussian,0.3,0.49522210743801653,0.12499999999857954,0.12499999999857954,0.9473684430122375
359,38,88,laplace,0.0,0.9810175619834711,0.7727272727184917,0.7727272727184917,0.8947368264198303
359,38,88,laplace,0.05,0.5649535123966942,0.21590909090663737,0.21590909090663737,0.9473684430122375
359,38,88,laplace,0.1,0.45235020661157027,0.147727272725594,0.147727272725594,0.9210526347160339
359,38,88,laplace,0.2,0.5012913223140496,0.11363636363507229,0.1136363636350723,0.8947368264198303
359,38,88,laplace,0.3,0.5703770661157024,0.17045454545260846,0.17045454545260846,0.9210526347160339
360,23,52,gaussian,0.0,0.9637573964497042,0.7115384615247782,0.7115384615247782,0.8695652484893799
360,23,52,gaussian,0.05,0.6782544378698224,0.423076923068787,0.423076923068787,0.8695652484893799
360,23,52,gaussian,0.1,0.617603550295858,0.28846153845599115,0.28846153845599115,0.8695652484893799
360,23,52,gaussian,0.2,0.5532544378698224,0.26923076922559175,0.26923076922559175,0.9130434989929199
360,23,52,gaussian,0.3,0.5428994082840237,0.24999999999519232,0.24999999999519232,0.8695652484893799
360,23,52,laplace,0.0,0.9574704142011835,0.7115384615247782,0.7115384615247782,0.8695652484893799
360,23,52,laplace,0.05,0.6886094674556212,0.32692307691678996,0.32692307691678996,0.8695652484893799
360,23,52,laplace,0.1,0.5647189349112426,0.2115384615343935,0.2115384615343935,0.8695652484893799
360,23,52,laplace,0.2,0.5906065088757396,0.32692307691678996,0.32692307691678996,0.8695652484893799
360,23,52,laplace,0.3,0.6449704142011834,0.2115384615343935,0.2115384615343935,0.9130434989929199
361,101,168,gaussian,0.0,0.9863236961451247,0.660714285710353,0.660714285710353,0.9207920432090759
361,101,168,gaussian,0.05,0.6278344671201814,0.07738095238049178,0.07738095238049178,0.9207920432090759
361,101,168,gaussian,0.1,0.5808886054421769,0.0535714285711097,0.0535714285711097,0.910891056060791
361,101,168,gaussian,0.2,0.49996456916099774,0.047619047618764176,0.047619047618764176,0.9207920432090759
361,101,168,gaussian,0.3,0.4773951247165533,0.03571428571407313,0.03571428571407313,0.910891056060791
361,101,168,laplace,0.0,0.980406746031746,0.660714285710353,0.660714285710353,0.9207920432090759
361,101,168,laplace,0.05,0.5989583333333334,0.05952380952345522,0.05952380952345522,0.9207920432090759
361,101,168,laplace,0.1,0.5824829931972789,0.0535714285711097,0.0535714285711097,0.910891056060791
361,101,168,laplace,0.2,0.5406391723356009,0.05952380952345522,0.05952380952345522,0.9009900689125061
361,101,168,laplace,0.3,0.4554988662131519,0.023809523809382088,0.023809523809382088,0.8910890817642212
362,50,91,gaussian,0.0,0.9922714647989374,0.8901098901001085,0.8901098901001087,0.9199999570846558
362,50,91,gaussian,0.05,0.6153846153846154,0.15384615384446323,0.15384615384446323,0.9199999570846558
362,50,91,gaussian,0.1,0.594734935394276,0.15384615384446323,0.15384615384446323,0.9199999570846558
362,50,91,gaussian,0.2,0.47711629030310343,0.09890109890001207,0.09890109890001207,0.9199999570846558
362,50,91,gaussian,0.3,0.5280763192851106,0.09890109890001207,0.09890109890001207,0.9199999570846558
362,50,91,laplace,0.0,0.9996377249124502,0.8901098901001085,0.8901098901001087,0.9199999570846558
362,50,91,laplace,0.05,0.5661152034778408,0.1098901098889023,0.1098901098889023,0.9199999570846558
362,50,91,laplace,0.1,0.47518415650283785,0.1098901098889023,0.1098901098889023,0.9199999570846558
362,50,91,laplace,0.2,0.6145393068469992,0.09890109890001207,0.09890109890001207,0.9199999570846558
362,50,91,laplace,0.3,0.4926941190677454,0.12087912087779253,0.12087912087779253,0.9199999570846558
363,21,47,gaussian,0.0,0.9597102761430512,0.7659574467922138,0.7659574467922138,0.8095238208770752
363,21,47,gaussian,0.05,0.46582163875056587,0.19148936169805345,0.19148936169805345,0.761904776096344
363,21,47,gaussian,0.1,0.5830692621095519,0.3191489361634224,0.3191489361634224,0.761904776096344
363,21,47,gaussian,0.2,0.5414214576731553,0.2553191489307379,0.2553191489307379,0.8571428656578064
363,21,47,gaussian,0.3,0.4214576731552739,0.14893617020959712,0.14893617020959712,0.761904776096344
363,21,47,laplace,0.0,0.9520144861928473,0.7659574467922138,0.7659574467922138,0.8095238208770752
363,21,47,laplace,0.05,0.6052512449071977,0.34042553190765057,0.34042553190765057,0.8095238208770752
363,21,47,laplace,0.1,0.5124490719782707,0.27659574467496606,0.27659574467496606,0.8095238208770752
363,21,47,laplace,0.2,0.473064735174287,0.2553191489307379,0.2553191489307379,0.8571428656578064
363,21,47,laplace,0.3,0.48981439565414214,0.29787234041919425,0.29787234041919425,0.761904776096344
364,26,45,gaussian,0.0,0.9945679012345678,0.9333333333125927,0.9333333333125927,1.0
364,26,45,gaussian,0.05,0.6646913580246914,0.26666666666074074,0.26666666666074074,1.0
364,26,45,gaussian,0.1,0.597037037037037,0.22222222221728397,0.22222222221728397,1.0
364,26,45,gaussian,0.2,0.4414814814814814,0.11111111110864198,0.11111111110864198,1.0
364,26,45,gaussian,0.3,0.47703703703703704,0.13333333333037037,0.13333333333037037,0.884615421295166
364,26,45,laplace,0.0,1.0,0.9333333333125927,0.9333333333125927,1.0
364,26,45,laplace,0.05,0.6691358024691358,0.17777777777382717,0.17777777777382717,1.0
364,26,45,laplace,0.1,0.4992592592592593,0.15555555555209877,0.15555555555209877,0.9615384936332703
364,26,45,laplace,0.2,0.5782716049382717,0.22222222221728397,0.22222222221728397,0.884615421295166
364,26,45,laplace,0.3,0.690864197530864,0.22222222221728397,0.22222222221728397,0.9230769872665405
365,8,16,gaussian,0.0,0.9166666666666667,0.749999999953125,0.749999999953125,1.0
365,8,16,gaussian,0.05,0.8125,0.749999999953125,0.749999999953125,1.0
365,8,16,gaussian,0.1,0.359375,0.3749999999765625,0.3749999999765625,1.0
365,8,16,gaussian,0.2,0.7447916666666667,0.749999999953125,0.749999999953125,1.0
365,8,16,gaussian,0.3,0.5052083333333334,0.6249999999609375,0.6249999999609375,1.0
365,8,16,laplace,0.0,0.9166666666666667,0.749999999953125,0.749999999953125,1.0
365,8,16,laplace,0.05,0.7083333333333333,0.749999999953125,0.749999999953125,1.0
365,8,16,laplace,0.1,0.6354166666666667,0.6249999999609375,0.6249999999609375,1.0
365,8,16,laplace,0.2,0.6614583333333333,0.6874999999570313,0.6874999999570313,1.0
365,8,16,laplace,0.3,0.5989583333333334,0.6249999999609375,0.6249999999609375,1.0
366,23,40,gaussian,0.0,1.0,0.974999999975625,0.974999999975625,0.8695652484893799
366,23,40,gaussian,0.05,0.595,0.14999999999625002,0.14999999999625002,0.9130434989929199
366,23,40,gaussian,0.1,0.52625,0.14999999999625002,0.14999999999625002,0.8695652484893799
366,23,40,gaussian,0.2,0.5106250000000001,0.12499999999687501,0.12499999999687501,0.9130434989929199
366,23,40,gaussian,0.3,0.555625,0.274999999993125,0.274999999993125,0.9130434989929199
366,23,40,laplace,0.0,1.0,0.974999999975625,0.974999999975625,0.8695652484893799
366,23,40,laplace,0.05,0.631875,0.29999999999250004,0.29999999999250004,0.8260869979858398
366,23,40,laplace,0.1,0.563125,0.17499999999562502,0.17499999999562502,0.9130434989929199
366,23,40,laplace,0.2,0.506875,0.22499999999437503,0.22499999999437503,0.8695652484893799
366,23,40,laplace,0.3,0.42125,0.17499999999562502,0.17499999999562502,0.8260869979858398
367,18,32,gaussian,0.0,0.765625,0.49999999998437505,0.49999999998437505,0.944444477558136
367,18,32,gaussian,0.05,0.396484375,0.1874999999941407,0.18749999999414066,0.944444477558136
367,18,32,gaussian,0.1,0.474609375,0.1874999999941407,0.18749999999414066,0.944444477558136
367,18,32,gaussian,0.2,0.5048828125,0.24999999999218753,0.24999999999218753,0.944444477558136
367,18,32,gaussian,0.3,0.384765625,0.12499999999609376,0.12499999999609376,0.8888888955116272
367,18,32,laplace,0.0,0.759765625,0.49999999998437505,0.49999999998437505,0.944444477558136
367,18,32,laplace,0.05,0.46875,0.2187499999931641,0.21874999999316408,0.944444477558136
367,18,32,laplace,0.1,0.3642578125,0.1562499999951172,0.1562499999951172,0.944444477558136
367,18,32,laplace,0.2,0.4130859375,0.12499999999609376,0.12499999999609376,0.8888888955116272
367,18,32,laplace,0.3,0.4765625,0.1562499999951172,0.1562499999951172,0.944444477558136
368,27,49,gaussian,0.0,0.9925031236984589,0.8571428571253645,0.8571428571253645,0.9259259104728699
368,27,49,gaussian,0.05,0.6455643481882549,0.24489795917867557,0.24489795917867557,0.9259259104728699
368,27,49,gaussian,0.1,0.43481882548937945,0.10204081632444816,0.10204081632444816,0.8888888955116272
368,27,49,gaussian,0.2,0.4693877551020408,0.10204081632444816,0.10204081632444816,0.8888888955116272
368,27,49,gaussian,0.3,0.534777176176593,0.1428571428542274,0.1428571428542274,0.8518518805503845
368,27,49,laplace,0.0,0.9912536443148688,0.8571428571253645,0.8571428571253645,0.9259259104728699
368,27,49,laplace,0.05,0.6518117451062058,0.2040816326488963,0.2040816326488963,0.9259259104728699
368,27,49,laplace,0.1,0.5439400249895876,0.1428571428542274,0.1428571428542274,0.8888888955116272
368,27,49,laplace,0.2,0.5360266555601833,0.16326530611911705,0.16326530611911705,0.8148148059844971
368,27,49,laplace,0.3,0.5418575593502708,0.12244897958933779,0.12244897958933779,0.8148148059844971
369,32,57,gaussian,0.0,1.0,0.947368421036011,0.9473684210360112,0.96875
369,32,57,gaussian,0.05,0.7236072637734687,0.19298245613696524,0.19298245613696524,0.96875
369,32,57,gaussian,0.1,0.5727916281932903,0.21052631578578027,0.21052631578578027,0.90625
369,32,57,gaussian,0.2,0.5450907971683595,0.2456140350834103,0.2456140350834103,1.0
369,32,57,gaussian,0.3,0.5066174207448445,0.1578947368393352,0.1578947368393352,0.90625
369,32,57,laplace,0.0,1.0,0.947368421036011,0.9473684210360112,0.96875
369,32,57,laplace,0.05,0.5946445060018468,0.17543859648815022,0.17543859648815022,0.96875
369,32,57,laplace,0.1,0.4986149584487535,0.10526315789289013,0.10526315789289013,0.875
369,32,57,laplace,0.2,0.5530932594644506,0.17543859648815022,0.17543859648815022,0.75
369,32,57,laplace,0.3,0.5838719606032625,0.08771929824407511,0.08771929824407511,0.90625
370,48,74,gaussian,0.0,0.9123447772096421,0.47297297296658136,0.4729729729665814,0.9583333730697632
370,48,74,gaussian,0.05,0.6093864134404675,0.13513513513330896,0.13513513513330896,0.9583333730697632
370,48,74,gaussian,0.1,0.6444485025566108,0.12162162161997808,0.12162162161997808,0.9583333730697632
370,48,74,gaussian,0.2,0.5239225712198686,0.08108108107998539,0.08108108107998539,0.9375
370,48,74,gaussian,0.3,0.5054784514243974,0.10810810810664719,0.10810810810664719,0.9375
370,48,74,laplace,0.0,0.9211102994886778,0.47297297296658136,0.4729729729665814,0.9583333730697632
370,48,74,laplace,0.05,0.6026296566837107,0.12162162161997808,0.12162162161997808,0.9583333730697632
370,48,74,laplace,0.1,0.5655588020452885,0.10810810810664719,0.10810810810664719,0.9583333730697632
370,48,74,laplace,0.2,0.5290357925493061,0.10810810810664719,0.10810810810664719,0.9583333730697632
370,48,74,laplace,0.3,0.5734112490869248,0.013513513513330898,0.013513513513330898,0.9375
371,52,99,gaussian,0.0,0.9119477604326088,0.4949494949444954,0.4949494949444954,0.8653846383094788
371,52,99,gaussian,0.05,0.5629017447199265,0.0707070707063565,0.0707070707063565,0.8653846383094788
371,52,99,gaussian,0.1,0.46005509641873277,0.060606060605448424,0.060606060605448424,0.8653846383094788
371,52,99,gaussian,0.2,0.48097132945617793,0.141414141412713,0.141414141412713,0.8653846383094788
371,52,99,gaussian,0.3,0.519742883379247,0.12121212121089685,0.12121212121089685,0.8653846383094788
371,52,99,laplace,0.0,0.9024589327619631,0.4949494949444954,0.4949494949444954,0.8653846383094788
371,52,99,laplace,0.05,0.54178145087236,0.0707070707063565,0.0707070707063565,0.8653846383094788
371,52,99,laplace,0.1,0.4256708499132742,0.060606060605448424,0.060606060605448424,0.8653846383094788
371,52,99,laplace,0.2,0.4671972247729824,0.08080808080726457,0.08080808080726457,0.884615421295166
371,52,99,laplace,0.3,0.5289256198347108,0.1010101010090807,0.1010101010090807,0.8653846383094788
372,15,25,gaussian,0.0,0.9904,0.7599999999696,0.7599999999696,0.9333333969116211
372,15,25,gaussian,0.05,0.6144,0.399999999984,0.399999999984,0.9333333969116211
372,15,25,gaussian,0.1,0.5216,0.3199999999872,0.3199999999872,0.9333333969116211
372,15,25,gaussian,0.2,0.4144,0.199999999992,0.199999999992,0.8666667342185974
